jarak_tempuh_km,durasi_kemacetan_menit,suhu_saat_ini,nilai_mkt_sejauh_ini,probabilitas_rusak,durasi_ekskursi_menit_final,nilai_mkt_final
15.69,51.79,6.62,5.41,0.103,20,6.65
10.53,21.6,6.62,5.9,0.0,0,6.55
15.7,38.36,5.86,4.99,0.0637,7,6.13
2.63,55.33,5.48,4.47,0.0,0,5.04
5.04,9.1,5.83,6.0,0.053,0,6.05
11.09,34.02,6.58,5.73,0.0096,0,6.15
7.62,45.87,5.42,5.11,0.0,0,5.99
5.35,45.46,5.11,4.7,0.0815,0,5.0
7.0,31.54,5.63,5.42,0.0348,0,5.78
14.82,37.48,6.9,6.13,0.0,6,6.66
17.03,45.45,5.37,5.07,0.0,0,4.76
19.82,50.46,6.92,5.77,0.1417,33,7.29
10.2,45.71,6.95,5.79,0.0158,0,6.32
13.99,21.24,5.92,5.53,0.0047,0,6.02
19.06,59.8,6.37,4.74,0.0,0,6.0
7.51,26.07,5.59,5.58,0.0647,0,5.78
15.76,1.47,6.06,5.52,0.0228,0,5.88
16.32,21.76,3.76,3.89,0.0376,0,3.51
6.33,7.67,4.79,4.35,0.0106,0,4.5
17.92,7.29,4.74,4.34,0.0,0,4.75
17.2,16.89,4.43,3.86,0.0,0,4.63
5.5,3.2,5.15,5.01,0.1008,0,5.12
6.37,41.31,4.95,4.61,0.0037,0,5.86
4.92,4.44,2.98,3.16,0.0665,0,3.15
4.0,12.2,3.64,4.58,0.0602,0,4.26
12.64,5.57,5.35,5.24,0.0116,0,5.53
3.43,3.79,5.5,5.29,0.0,0,5.03
7.7,16.07,4.91,4.71,0.0,0,4.83
3.83,34.31,6.81,5.98,0.0,0,6.24
3.01,57.88,6.7,5.64,0.0,0,6.22
4.76,52.53,6.36,5.76,0.0,0,5.66
9.5,52.56,5.17,4.69,0.089,0,6.01
12.97,10.56,5.14,4.82,0.0,0,5.0
11.12,15.89,4.05,3.78,0.0,0,3.76
9.11,4.58,3.87,3.78,0.0,0,3.88
5.31,46.71,7.05,6.13,0.0,0,6.43
17.29,4.19,5.85,5.93,0.0019,0,6.07
19.94,33.4,4.46,4.02,0.0,0,4.1
7.79,14.87,5.82,5.57,0.0,0,5.65
10.72,14.61,6.14,5.56,0.0453,0,5.86
14.27,59.44,7.87,6.27,0.102,31,7.0
15.78,45.41,5.15,4.69,0.0,0,5.68
10.88,50.22,5.11,5.19,0.0,0,5.44
18.57,34.32,4.81,4.61,0.0,0,4.88
3.24,52.26,7.41,6.26,0.0531,0,6.89
11.76,38.73,3.62,5.05,0.0,0,4.73
2.13,56.77,6.73,6.31,0.0612,3,6.71
19.29,16.88,6.83,6.35,0.068,0,6.88
16.92,35.72,4.3,5.18,0.0,0,5.09
5.6,41.41,6.88,6.27,0.1144,8,6.94
9.98,23.58,5.85,4.78,0.0,0,5.27
3.23,52.78,7.27,6.17,0.0229,7,6.64
6.45,58.79,6.07,5.18,0.021,0,5.94
2.31,29.63,5.36,5.09,0.0337,0,5.48
7.12,23.44,5.46,5.47,0.0204,0,5.63
15.97,28.32,4.13,5.6,0.0,0,5.34
19.84,51.16,5.17,5.12,0.0267,0,5.45
4.12,38.73,6.39,6.09,0.0115,0,6.34
18.12,2.69,5.74,5.36,0.0,0,5.6
16.5,32.53,5.47,4.78,0.0,0,5.22
10.43,1.04,2.96,4.03,0.0262,0,3.8
16.01,46.71,5.92,5.08,0.0,0,5.65
3.07,19.7,3.93,3.96,0.0,0,4.2
16.84,28.32,6.17,5.33,0.022,2,6.29
12.98,47.92,5.51,4.53,0.0004,0,5.18
9.38,2.79,5.81,5.49,0.1041,0,5.78
7.66,9.51,4.88,4.76,0.0,0,4.56
14.62,23.88,7.03,6.13,0.0977,16,7.05
4.26,13.8,4.24,4.24,0.0248,0,4.16
7.54,20.27,4.68,4.38,0.0715,0,4.92
11.5,59.89,5.52,4.39,0.0,0,5.56
13.54,49.52,6.35,6.1,0.1006,20,7.13
18.15,53.03,4.89,4.59,0.084,15,6.21
5.95,56.22,5.42,4.85,0.1944,10,6.31
12.93,20.46,4.38,4.4,0.0,0,4.82
3.59,17.82,5.68,5.59,0.0,0,5.85
6.03,14.04,0.6,3.24,0.4368,24,1.88
16.19,49.81,3.94,4.84,0.0801,0,4.46
8.07,40.77,5.59,5.32,0.0432,2,6.28
10.57,14.17,4.81,4.84,0.0,0,4.94
14.51,22.62,7.98,6.9,0.0631,15,7.26
5.27,30.4,5.85,5.87,0.0,0,6.07
15.84,31.69,5.91,5.28,0.0226,0,5.68
5.06,53.32,5.95,5.57,0.0037,0,5.66
10.99,22.83,2.26,3.83,0.0781,5,3.0
11.72,54.51,5.22,4.28,0.1402,19,6.06
3.71,26.48,6.78,6.15,0.0,0,6.38
16.63,44.78,7.02,6.15,0.2051,33,7.5
9.32,55.82,4.98,4.13,0.0562,8,5.66
5.24,54.45,6.45,6.23,0.1399,18,7.18
2.46,3.42,5.49,5.35,0.0,0,5.5
13.45,12.34,4.16,4.46,0.0451,0,4.41
2.61,28.61,5.97,5.54,0.0,0,5.83
9.65,25.89,4.46,4.68,0.0001,0,4.8
18.5,38.45,4.54,4.22,0.0,0,5.3
15.32,56.68,6.57,5.13,0.0,0,5.59
19.79,6.74,3.79,3.77,0.0,0,4.02
16.51,27.11,5.87,5.57,0.0,0,6.32
19.13,11.54,6.54,5.67,0.0,0,5.95
8.24,53.65,7.38,6.04,0.1605,12,6.56
16.57,57.87,7.05,5.48,0.0314,15,6.41
6.7,28.72,4.76,4.34,0.0,0,3.68
15.06,6.24,4.39,4.12,0.0108,0,4.41
12.04,47.12,5.08,4.46,0.0723,0,4.45
10.2,41.83,6.59,5.79,0.0,0,5.82
17.94,21.28,7.32,6.77,0.1274,9,7.14
17.81,53.24,7.46,6.75,0.2296,33,7.47
5.33,58.55,5.25,5.38,0.0,0,6.02
14.14,33.47,2.8,3.25,0.0811,4,3.3
10.52,33.94,2.21,3.78,0.1324,3,3.36
11.23,17.85,4.93,4.72,0.0524,0,4.89
17.48,35.07,4.15,5.03,0.0974,0,4.96
9.65,26.38,5.68,5.68,0.0391,0,5.75
6.46,18.13,2.72,3.36,0.0,0,3.21
7.69,4.03,3.83,3.89,0.0462,0,3.86
14.94,15.16,6.67,5.9,0.0,0,6.54
7.02,11.87,2.38,2.59,0.0,0,2.79
8.78,32.52,1.03,2.4,0.3976,41,1.99
3.81,36.1,5.5,5.12,0.0215,0,5.98
17.52,36.51,5.87,4.91,0.0,0,5.4
16.43,23.29,4.88,4.83,0.0,0,5.08
3.53,25.27,6.51,6.15,0.0,0,6.67
13.01,50.05,6.9,5.58,0.0115,0,6.22
5.93,28.57,3.84,3.84,0.0331,0,3.94
8.13,59.27,3.49,3.53,0.0,0,3.66
2.34,26.38,5.03,4.5,0.0844,0,4.75
2.85,38.97,5.55,4.91,0.0556,0,5.37
17.65,3.02,4.27,4.36,0.0,0,4.37
15.77,39.2,2.1,3.57,0.1476,7,3.19
19.15,51.09,7.68,6.62,0.1917,32,7.44
7.02,56.55,5.38,4.64,0.0654,0,5.51
19.11,59.84,4.11,5.26,0.0034,0,5.29
13.32,16.93,6.84,5.98,0.0,0,6.2
14.0,34.52,6.66,6.13,0.0254,9,6.72
3.02,27.04,4.8,4.46,0.0,0,4.73
14.63,33.83,6.21,6.12,0.0645,5,6.64
5.46,9.45,4.94,4.84,0.0,0,4.89
15.86,51.37,6.95,5.93,0.1656,15,6.63
18.58,54.57,6.97,6.36,0.2674,47,7.89
16.93,26.98,5.29,4.7,0.0,0,5.35
13.76,16.83,6.64,5.97,0.0,3,6.66
2.13,8.45,4.56,4.47,0.0,0,4.59
19.85,41.03,5.7,4.75,0.069,0,5.24
6.36,18.73,5.73,5.33,0.0,0,5.53
3.78,54.57,5.04,4.44,0.0578,0,5.14
9.25,40.26,7.82,6.46,0.0214,9,6.97
14.6,38.74,5.96,5.78,0.0019,0,6.01
6.18,33.56,5.8,5.22,0.0761,0,5.59
7.3,2.75,5.8,5.61,0.003,0,5.68
8.1,55.92,5.52,4.94,0.0536,9,6.08
14.32,37.68,4.39,4.17,0.0,0,4.72
6.15,59.64,1.5,3.67,0.0428,10,3.34
8.98,32.24,2.74,3.53,0.0571,2,3.49
17.53,42.61,5.61,5.06,0.0,0,5.84
9.91,3.37,2.39,2.65,0.0027,0,2.63
12.32,37.9,4.65,4.13,0.0,0,4.97
2.44,45.88,6.45,5.67,0.0,0,6.1
8.41,46.71,6.04,4.87,0.0119,0,5.25
4.42,46.21,1.15,1.68,0.5827,51,1.67
7.52,13.58,4.94,4.35,0.0442,0,4.71
16.33,58.52,8.92,7.12,0.1743,25,7.26
18.52,59.71,8.17,6.0,0.3314,41,7.21
18.73,4.54,4.72,4.63,0.0,0,4.78
16.65,56.19,6.47,5.98,0.0219,0,5.6
8.42,17.37,5.09,5.12,0.0007,0,5.09
4.41,41.36,7.29,6.17,0.0,3,6.74
10.76,20.29,5.05,4.28,0.088,0,4.8
7.12,58.07,8.68,7.02,0.3095,31,7.75
15.66,6.09,6.69,6.27,0.0,0,6.55
4.41,29.86,6.31,5.49,0.0005,0,5.97
5.66,25.68,4.6,4.74,0.0392,0,5.0
17.55,19.56,2.64,4.39,0.0,0,3.47
6.82,38.73,5.89,5.31,0.0,0,6.12
2.92,7.86,4.36,3.93,0.0,0,4.06
15.02,43.0,3.06,3.63,0.1962,18,3.06
11.44,58.84,6.12,4.91,0.1163,11,6.14
2.91,48.27,7.49,6.73,0.0549,11,7.27
5.98,51.6,7.32,6.33,0.1038,14,6.94
6.24,21.58,6.59,6.14,0.0361,0,6.37
16.47,19.49,6.4,5.47,0.0,0,5.71
18.73,31.02,4.53,4.11,0.0296,0,4.93
11.2,2.74,4.27,4.09,0.0,0,4.3
11.35,56.72,6.18,5.45,0.2065,34,7.35
15.54,8.63,6.14,5.39,0.0,0,5.63
7.92,54.18,6.99,5.71,0.2107,23,7.01
9.01,5.01,4.02,3.97,0.0,0,4.25
11.6,49.36,5.66,4.2,0.0517,0,4.67
16.94,9.12,5.38,5.34,0.0124,0,5.85
7.47,2.29,5.71,5.78,0.0,0,6.1
5.32,43.17,5.75,4.87,0.0,0,5.31
3.05,16.82,4.63,4.5,0.0,0,4.55
7.8,42.87,5.54,5.19,0.0,0,5.69
12.65,33.31,6.6,5.77,0.0,0,5.81
12.94,6.53,4.07,4.06,0.0559,0,4.0
18.14,55.93,6.1,4.87,0.0259,19,6.29
11.94,27.14,4.03,4.09,0.0,0,4.06
7.36,44.07,4.23,4.55,0.0,0,4.25
8.46,30.06,5.0,4.54,0.0,0,5.17
18.11,36.26,4.97,5.0,0.0,0,5.24
7.57,18.17,4.96,4.59,0.0085,0,4.8
11.39,12.02,6.56,6.22,0.0,0,6.4
7.81,32.55,5.14,4.33,0.0567,0,4.62
16.6,26.41,7.48,6.28,0.0168,0,6.51
3.0,23.41,1.55,2.89,0.3849,19,2.43
6.78,40.35,5.84,5.3,0.0,0,5.98
10.42,41.43,6.46,5.31,0.0,2,6.26
17.78,2.76,2.16,2.0,0.3427,27,2.06
13.31,20.32,4.89,4.37,0.0,0,4.64
15.77,24.71,6.19,5.25,0.0203,10,6.3
4.02,5.81,5.09,4.8,0.0095,0,5.06
2.11,14.15,4.77,4.47,0.0183,0,4.75
9.93,3.1,4.86,5.29,0.0,0,5.01
19.29,59.77,7.93,6.6,0.2098,49,7.8
5.72,44.19,6.45,6.15,0.0238,5,6.95
10.65,5.25,5.94,5.74,0.0,0,5.82
7.02,1.21,5.53,5.51,0.0,0,5.68
9.12,43.16,5.31,4.83,0.0,0,5.35
2.72,26.35,6.14,5.56,0.0,0,6.19
9.54,47.21,5.91,5.02,0.0163,0,5.76
14.18,55.41,7.03,5.37,0.1207,18,6.29
11.57,35.96,6.48,5.67,0.0536,0,5.99
7.06,11.23,5.28,4.95,0.0154,0,5.07
5.01,46.93,6.33,5.62,0.024,0,6.21
15.11,57.35,4.53,4.9,0.0618,0,4.33
8.07,34.81,9.38,7.69,0.3135,31,8.34
18.99,40.92,5.09,3.99,0.0266,0,4.57
5.83,20.25,3.6,4.97,0.2799,15,3.6
7.25,22.89,4.54,4.38,0.0,0,4.77
6.35,44.08,5.39,4.65,0.0517,0,5.3
13.45,55.67,6.75,5.25,0.1277,28,6.86
5.3,37.74,4.16,5.82,0.0,0,5.48
7.08,47.39,6.87,6.4,0.1327,0,6.71
5.92,10.3,5.5,5.27,0.0224,0,5.57
3.53,12.72,5.54,5.12,0.0226,0,5.36
14.06,31.92,7.39,6.52,0.1326,20,7.27
7.06,10.59,4.36,4.09,0.0228,0,4.15
16.42,38.1,5.59,5.44,0.0597,0,5.91
8.94,17.5,4.06,3.88,0.0,0,4.04
8.68,47.49,7.95,6.77,0.2906,24,7.45
19.49,48.49,4.08,3.89,0.0256,0,4.73
6.28,27.83,4.59,4.27,0.0269,0,4.47
18.2,10.85,6.34,5.71,0.0348,0,6.13
8.0,38.81,7.68,6.78,0.0572,13,7.29
7.21,59.57,4.33,3.58,0.0229,0,4.29
10.13,37.36,4.6,3.94,0.0012,0,4.56
7.8,2.15,5.9,5.8,0.0,0,5.9
4.71,1.04,4.02,3.85,0.0506,0,3.93
13.82,19.22,3.36,3.2,0.0,0,3.3
4.34,11.75,5.02,4.57,0.0,0,4.71
13.31,48.78,4.84,5.06,0.0,0,5.7
15.96,50.69,8.13,6.25,0.2368,33,7.27
5.64,15.52,3.81,3.81,0.0289,0,4.17
7.29,19.54,5.68,4.92,0.0118,0,4.77
4.1,14.17,5.42,4.88,0.0287,0,5.01
2.5,54.5,6.39,5.24,0.081,3,6.33
14.97,30.16,6.04,5.71,0.0,0,6.53
8.21,39.37,6.97,5.98,0.0,0,6.38
6.7,24.93,5.7,5.45,0.1213,0,5.35
7.97,37.86,6.62,5.95,0.1455,11,6.85
4.91,23.15,5.74,5.73,0.0047,0,6.26
6.74,20.38,3.19,2.86,0.0702,2,2.68
5.35,38.07,5.16,4.59,0.0,0,5.04
5.77,35.46,6.23,5.39,0.0,0,5.77
19.31,17.61,6.81,6.07,0.0276,0,6.36
7.13,8.96,4.18,4.18,0.0725,0,4.2
15.63,22.11,6.77,6.35,0.0226,0,6.62
6.02,24.91,6.23,5.88,0.0566,0,6.41
4.17,37.72,3.82,4.93,0.0,0,4.78
12.63,54.87,3.45,4.32,0.0,0,4.42
11.97,2.17,4.81,4.56,0.0388,0,4.86
19.27,14.62,3.84,3.92,0.0693,0,4.39
19.17,11.62,6.12,5.71,0.0073,0,6.35
16.69,30.14,2.49,2.74,0.1776,27,2.56
14.03,25.78,4.61,4.09,0.0,0,4.22
11.82,43.74,6.04,5.82,0.0,0,6.52
5.89,14.54,6.35,5.94,0.0234,0,6.12
2.18,35.67,4.82,4.64,0.0,0,5.06
5.71,53.03,4.83,4.83,0.0,0,5.25
5.06,54.64,6.71,5.47,0.0,1,5.94
8.48,57.53,4.9,4.19,0.0301,0,5.12
4.16,46.4,4.5,4.3,0.0237,0,4.93
19.18,54.36,8.47,6.95,0.2632,46,7.91
9.71,14.07,6.21,5.82,0.0,0,6.12
7.7,11.85,5.28,5.05,0.0,0,5.11
6.72,0.39,4.9,4.74,0.0,0,4.77
17.55,42.41,5.8,4.86,0.1618,17,6.26
5.41,56.25,6.33,5.97,0.2116,28,7.71
17.51,11.22,5.93,5.63,0.0,0,6.48
7.1,38.22,5.42,4.64,0.0064,0,5.22
5.23,44.79,5.85,5.8,0.0426,2,6.65
15.95,55.66,5.3,4.88,0.0,0,5.53
7.47,38.81,5.03,4.48,0.0154,0,5.33
13.49,58.22,5.91,4.62,0.0,0,5.19
3.01,20.68,5.33,4.78,0.0565,0,5.08
7.67,21.0,4.48,4.35,0.0316,0,4.53
4.76,32.58,5.73,5.43,0.0045,0,5.63
3.72,23.01,5.51,4.95,0.008,0,5.2
3.48,0.09,5.34,5.29,0.0227,0,5.26
7.55,43.91,4.65,4.37,0.0,0,5.04
10.75,45.1,4.67,4.19,0.0,0,5.35
18.07,44.82,4.65,4.37,0.0421,0,5.46
10.45,20.7,6.06,5.71,0.0391,0,6.04
19.27,31.34,7.03,5.35,0.0,2,5.98
19.19,21.6,4.95,4.35,0.0,0,5.25
7.17,0.96,3.56,3.59,0.0852,0,3.7
7.66,33.75,5.36,4.95,0.0175,0,5.38
6.26,7.43,6.15,6.04,0.0198,0,6.01
10.89,4.8,4.68,4.75,0.0,0,4.69
5.07,45.33,6.25,5.58,0.0,4,6.43
9.11,0.57,2.65,3.35,0.0314,0,3.21
13.96,57.54,6.92,6.24,0.3548,49,8.18
16.99,30.92,5.91,5.67,0.0622,15,6.69
7.0,58.98,2.44,3.02,0.0,0,3.63
6.66,3.48,5.96,5.73,0.0,0,5.81
18.83,35.01,7.75,6.75,0.1359,37,7.63
7.67,20.96,0.67,1.13,0.4814,34,1.39
13.85,50.61,3.8,3.3,0.0755,9,3.77
16.54,21.67,5.06,4.7,0.0,0,4.94
4.79,15.63,4.59,4.14,0.0,0,4.3
16.38,51.45,4.19,3.97,0.0439,0,4.7
10.58,22.48,6.15,5.84,0.0,0,5.42
8.66,1.01,6.07,5.73,0.0,0,6.01
5.49,23.42,5.16,4.96,0.0478,0,5.34
11.3,39.27,6.84,5.7,0.0011,3,6.25
19.72,15.26,6.16,5.76,0.0,0,5.99
5.02,25.92,5.16,5.04,0.0,0,5.22
6.98,3.4,5.97,5.7,0.0521,0,5.77
18.99,35.29,5.1,4.67,0.0057,0,5.81
4.03,45.38,1.08,2.94,0.3471,29,2.36
16.97,24.8,6.36,5.38,0.0954,10,6.59
11.5,25.21,3.33,4.47,0.0,0,4.44
3.26,5.3,4.72,4.66,0.0274,0,4.71
11.75,12.12,4.97,4.8,0.0475,0,5.19
16.16,9.28,5.58,5.11,0.0,0,5.28
12.0,28.9,6.22,5.89,0.0,0,5.96
8.42,31.76,5.7,5.09,0.0,0,5.98
7.99,56.94,6.39,5.8,0.0,0,5.96
5.6,4.39,5.08,4.97,0.0,0,5.01
16.33,35.99,5.6,5.29,0.0699,0,5.59
14.08,31.59,7.19,6.24,0.0,0,6.47
3.48,30.97,6.91,6.19,0.0,0,6.5
9.23,52.39,3.98,4.69,0.026,0,4.76
12.22,12.33,5.78,5.3,0.0,0,5.73
5.67,2.45,3.92,3.78,0.0267,0,3.81
6.46,40.34,5.86,4.62,0.0701,0,5.26
19.85,20.71,3.26,2.99,0.1094,4,3.26
11.1,1.06,6.48,5.83,0.0,0,6.0
2.53,15.08,4.07,3.92,0.0,0,4.25
4.48,18.56,4.68,4.56,0.0345,0,4.9
6.5,37.01,4.9,4.46,0.0248,0,5.07
14.18,10.36,5.58,5.11,0.0085,0,5.42
16.82,24.78,3.49,3.69,0.0,0,3.83
8.81,28.95,6.08,5.57,0.0,0,5.95
16.45,27.55,6.74,5.84,0.0119,1,6.48
3.98,58.44,5.32,4.45,0.016,0,5.57
9.84,2.73,5.08,4.57,0.0,0,5.0
13.18,57.06,6.7,5.47,0.1722,25,6.7
6.11,34.92,6.31,5.4,0.0166,0,5.68
7.29,47.74,7.28,6.26,0.0905,7,6.67
3.22,25.82,4.33,3.96,0.0,0,4.43
11.32,27.23,5.39,5.09,0.1474,0,5.61
17.59,52.76,6.5,5.58,0.2131,37,7.53
13.85,53.76,2.76,4.27,0.1443,18,3.35
7.88,14.32,1.6,2.81,0.4944,28,2.32
13.72,11.95,6.73,6.29,0.0273,0,6.82
12.59,29.77,5.63,5.15,0.0,0,5.73
10.98,54.02,5.52,4.65,0.1259,6,6.07
2.29,19.34,6.8,6.13,0.0012,0,6.5
4.11,39.12,5.39,5.02,0.0451,0,5.61
7.14,42.49,6.28,5.18,0.0,0,5.51
4.38,46.72,6.03,5.2,0.0,0,5.8
11.24,33.84,5.34,4.98,0.0,0,5.46
9.58,24.15,0.44,3.41,0.3458,28,2.34
4.31,58.02,7.7,6.56,0.1955,21,7.44
7.49,36.68,4.39,4.27,0.0,0,4.89
16.37,43.71,6.88,6.21,0.2199,24,7.12
12.95,20.7,4.86,4.56,0.0,0,5.03
15.56,40.2,6.66,5.73,0.0888,12,6.66
8.9,15.47,4.88,5.47,0.0,0,5.35
2.35,14.71,6.2,6.03,0.0262,0,6.24
3.57,42.88,5.21,4.76,0.0,0,5.48
17.47,31.28,8.44,6.93,0.2913,30,7.56
10.48,41.0,3.6,3.29,0.0583,1,3.55
7.69,16.17,5.48,5.52,0.0,0,5.59
15.11,35.92,5.56,5.04,0.0,0,5.27
5.12,26.64,6.81,6.16,0.0342,0,6.87
12.13,35.82,6.46,5.5,0.0,0,5.86
7.89,17.45,3.55,3.9,0.1033,0,3.97
14.41,42.93,5.38,5.22,0.0575,0,5.78
19.69,48.36,6.48,5.44,0.0359,11,6.37
11.97,15.59,6.04,5.59,0.0,0,5.79
6.65,18.04,5.05,4.26,0.0,0,4.13
5.37,39.67,5.85,5.71,0.0,0,6.3
12.44,41.74,7.38,5.66,0.0,1,6.14
18.96,42.25,6.71,5.22,0.0,0,5.63
2.76,40.96,6.51,5.37,0.0,0,5.92
16.79,23.57,6.97,6.38,0.024,2,6.74
9.44,23.69,7.35,6.97,0.0,0,7.06
2.13,15.29,3.85,3.68,0.026,0,3.85
8.36,9.41,5.15,4.84,0.0,0,4.05
11.66,41.55,6.68,5.63,0.0339,0,6.17
12.26,5.59,5.06,4.77,0.0057,0,4.8
5.24,56.27,7.73,6.55,0.1094,17,7.45
18.44,49.6,7.02,6.21,0.2074,42,7.82
11.22,51.45,5.06,4.77,0.0334,0,5.79
5.27,54.4,5.3,4.59,0.0529,0,5.48
17.93,24.52,5.82,4.56,0.0,0,4.86
7.61,50.8,4.61,4.13,0.0056,0,5.27
14.33,9.48,4.32,4.27,0.0028,0,4.09
5.37,1.3,4.7,4.72,0.0166,0,4.7
10.99,47.09,4.89,4.52,0.0,0,4.6
7.44,4.49,4.71,4.39,0.0,0,4.51
6.51,59.31,5.79,4.81,0.0446,4,5.63
11.36,40.49,6.42,5.92,0.0,5,6.74
9.61,45.21,6.08,5.32,0.0737,0,5.87
2.25,14.75,6.55,6.26,0.0,0,6.52
18.04,40.43,6.35,5.41,0.0837,17,6.61
8.57,2.59,4.8,4.84,0.0,0,4.47
6.22,50.27,3.29,3.49,0.1924,23,2.56
7.69,10.18,4.1,3.75,0.0,0,4.28
10.05,41.84,5.47,4.78,0.0,0,5.44
15.08,13.47,6.69,6.29,0.0052,0,6.53
2.33,4.11,5.24,5.17,0.0128,0,5.2
7.0,28.89,4.57,4.18,0.0,0,4.48
15.3,10.16,5.13,4.52,0.0,0,4.74
8.19,43.77,5.07,4.44,0.0178,0,5.22
17.86,14.25,6.14,5.2,0.0259,0,5.74
5.88,20.55,4.4,4.08,0.1197,0,3.67
8.23,34.05,6.38,5.54,0.0079,0,5.79
19.98,17.1,5.79,5.23,0.0398,0,5.55
11.5,22.68,4.38,4.04,0.0508,0,4.16
15.54,48.94,7.23,6.13,0.1362,12,6.75
7.74,10.75,5.71,5.17,0.0,0,5.43
14.15,4.93,6.05,5.86,0.0,0,6.05
15.89,19.7,2.38,4.39,0.0,0,4.03
9.72,25.46,5.95,5.74,0.0312,0,5.85
17.43,32.56,4.32,3.65,0.0,0,4.03
14.05,22.35,6.08,5.97,0.0165,1,6.74
4.89,47.39,7.11,6.56,0.2459,14,7.15
13.36,2.36,5.19,5.09,0.0,0,5.55
2.06,25.91,5.88,5.3,0.0,0,5.8
7.48,22.94,5.67,5.52,0.0192,0,5.94
11.04,38.85,5.53,4.98,0.0501,0,5.7
10.15,57.98,8.52,6.49,0.1563,30,7.25
11.01,30.62,7.33,6.72,0.0,4,6.95
16.42,59.21,5.35,4.95,0.0026,0,5.87
12.24,18.13,5.44,5.39,0.0201,0,5.29
5.62,1.85,4.91,4.78,0.0,0,4.83
9.41,9.94,3.46,3.48,0.1175,3,3.33
4.46,23.71,5.81,5.21,0.0129,0,5.61
3.31,18.98,5.98,5.73,0.006,0,6.12
13.19,5.82,4.22,3.98,0.0093,0,4.19
13.21,25.96,5.61,5.27,0.1187,0,5.39
5.8,20.29,4.87,4.91,0.0,0,5.03
10.98,7.36,6.48,6.39,0.0564,0,6.55
9.06,17.77,5.44,5.35,0.0056,0,5.66
19.99,53.19,7.4,6.37,0.2683,54,7.87
9.63,18.12,5.05,4.76,0.0,0,5.36
18.27,42.84,6.8,6.19,0.2144,24,7.11
4.85,36.72,7.75,6.79,0.0796,5,7.13
10.11,25.63,5.29,4.58,0.0117,0,4.97
13.15,14.34,6.73,6.6,0.0,1,7.01
17.61,22.14,4.91,4.71,0.0,0,4.89
18.25,35.53,5.39,4.38,0.0414,0,4.55
7.41,21.05,5.86,5.26,0.054,0,5.45
10.09,12.89,2.25,2.41,0.2213,16,2.38
10.03,6.99,4.9,5.05,0.0,0,4.82
5.63,52.79,6.19,5.62,0.1357,12,6.84
13.97,26.42,5.66,5.29,0.0,0,5.81
17.82,37.51,5.69,4.97,0.0754,20,6.64
6.79,29.42,4.62,4.43,0.0922,0,4.86
5.05,52.35,7.34,6.63,0.1462,21,7.46
3.4,32.82,5.41,5.19,0.0,0,5.94
10.63,28.85,3.62,3.17,0.0,0,3.74
7.12,55.48,4.68,4.64,0.0639,0,5.24
7.88,43.18,3.53,3.17,0.0,0,3.64
17.82,6.69,5.28,4.5,0.0,0,4.2
3.35,10.66,5.07,4.87,0.0,0,5.03
5.27,47.23,4.99,4.19,0.0,0,5.22
8.24,50.15,6.8,6.12,0.0695,9,6.72
3.12,32.71,5.84,5.3,0.0296,0,6.14
13.56,33.27,7.22,6.59,0.1058,16,7.18
7.99,37.92,5.35,4.67,0.0375,0,5.91
2.15,26.35,5.63,5.13,0.0357,0,5.42
17.58,40.81,4.65,4.16,0.0,0,3.99
13.33,6.51,4.47,4.6,0.0021,0,4.67
15.35,57.68,5.62,5.2,0.0685,0,5.6
19.57,45.01,6.74,6.32,0.2114,36,7.38
6.26,37.87,5.5,4.64,0.0622,0,5.31
18.52,18.98,6.64,5.55,0.0018,0,5.88
2.05,9.66,5.03,5.09,0.015,0,5.07
10.89,24.56,4.7,4.44,0.0,0,4.56
3.5,39.69,3.34,4.55,0.23,14,3.28
6.02,38.02,4.44,4.28,0.0,0,4.49
12.6,22.96,6.04,5.84,0.0292,0,6.06
4.76,36.8,6.56,6.09,0.0356,5,6.65
15.62,48.82,6.34,5.92,0.0793,26,7.27
17.49,1.58,4.38,4.67,0.099,0,4.68
6.83,27.04,2.21,3.92,0.1206,3,3.57
17.15,45.51,6.55,5.89,0.1837,24,7.07
3.61,32.77,4.64,4.54,0.0,0,5.09
11.76,39.09,6.69,5.87,0.0,0,6.25
11.36,31.0,3.89,4.34,0.0002,0,4.13
12.64,59.51,6.49,5.58,0.0,0,6.35
19.18,3.28,5.51,5.48,0.0433,0,5.91
2.87,29.46,5.29,4.73,0.0,0,5.12
19.3,5.48,7.61,6.4,0.1338,10,6.88
7.7,9.59,4.64,4.51,0.0,0,4.62
15.86,22.98,7.05,6.4,0.0003,2,6.8
17.18,9.33,5.9,5.16,0.0,0,5.55
15.19,57.82,7.87,6.9,0.1766,37,7.81
6.57,56.81,5.6,4.75,0.034,0,5.63
6.28,20.17,6.53,6.44,0.106,0,6.63
17.91,38.38,6.06,4.72,0.0,0,5.14
17.32,32.03,5.18,4.61,0.0223,0,5.73
6.83,48.94,6.36,5.65,0.0,0,6.4
17.73,37.65,5.54,5.18,0.1072,13,6.19
11.21,0.02,5.75,5.36,0.0,0,5.51
3.94,45.79,5.47,5.08,0.0,0,5.74
18.05,44.81,4.84,4.56,0.0248,0,5.0
5.46,30.58,4.54,4.58,0.0863,0,5.18
17.13,54.18,6.5,4.77,0.0709,13,5.82
8.95,54.51,4.32,4.15,0.0,0,4.77
5.06,31.43,4.58,4.16,0.0272,0,4.78
