sisa_jarak_km,durasi_kemacetan_menit,fluktuasi_mkt,probabilitas_rusak
472.35,100.2,-4.56,0.4548
167.44,4.0,-1.05,0.0418
285.43,32.2,-0.2,0.1376
454.8,56.4,-0.82,0.4423
3.09,9.2,-4.4,0.0181
405.34,84.7,1.19,0.515
474.18,47.2,-1.2,0.5021
45.66,32.7,-3.89,0.023
80.72,0.4,-6.14,0.0213
480.37,86.4,0.02,0.4459
268.77,100.1,4.63,0.841
7.1,47.4,-4.04,0.0236
128.82,67.7,-1.07,0.1013
224.97,27.3,1.28,0.354
346.45,74.7,-4.67,0.4488
366.58,1.5,-2.7,0.2117
497.71,58.6,-3.65,0.7305
143.76,77.3,0.96,0.1461
269.11,110.2,1.81,0.7633
266.66,45.8,-1.1,0.2459
202.82,91.8,-3.6,0.1515
84.58,71.7,-2.61,0.1436
488.73,111.2,-3.08,0.7862
426.66,47.8,-3.94,0.6741
249.17,38.3,-1.76,0.1442
301.62,106.5,-0.06,0.3162
113.63,5.9,-0.27,0.0201
271.89,16.4,-1.52,0.0947
347.49,9.9,-1.36,0.135
257.58,101.2,-1.7,0.429
495.14,1.3,-4.74,0.3695
305.67,103.4,-1.1,0.2124
185.49,54.2,-2.96,0.1094
386.08,0.5,-4.87,0.2073
85.23,48.2,-0.57,0.0346
192.26,22.4,-3.03,0.0764
173.48,74.9,-0.93,0.1181
215.9,81.5,0.62,0.297
390.89,58.5,-3.88,0.4482
242.09,4.9,-1.27,0.0905
397.01,78.7,-6.03,0.3117
288.24,101.0,2.33,0.8557
171.03,86.4,-4.9,0.0683
404.99,99.6,-2.79,0.5423
119.14,24.1,1.85,0.0675
112.19,106.7,-2.09,0.1413
252.25,38.7,-4.49,0.1379
130.42,1.6,0.28,0.034
4.54,101.2,0.23,0.114
324.15,113.0,-3.08,0.5849
255.55,78.7,-2.81,0.1917
222.76,27.8,-2.59,0.1302
483.48,30.2,-2.02,0.6464
285.6,56.0,-6.23,0.3048
431.72,107.7,-1.95,0.6229
69.73,18.0,2.96,0.0634
284.6,99.1,-3.74,0.3603
433.99,35.0,-2.96,0.4577
291.55,97.0,-4.46,0.2503
359.01,110.4,0.03,0.5145
186.02,51.3,1.51,0.2012
46.22,43.8,1.45,0.1291
228.95,96.3,-4.62,0.4262
197.24,63.5,-0.25,0.2008
433.53,82.1,2.08,0.8035
122.0,74.7,-0.23,0.1383
483.37,18.3,-0.3,0.4916
479.07,101.4,-2.68,0.6933
123.82,23.5,-0.95,0.108
174.03,111.9,1.59,0.3006
447.78,30.1,-0.68,0.4589
483.31,88.1,-4.62,0.7516
221.72,34.2,-2.64,0.0865
160.5,38.1,1.52,0.1899
263.05,37.2,-0.69,0.2034
343.88,89.7,-1.2,0.4304
136.74,66.8,-2.89,0.1027
368.24,106.0,1.47,0.7253
25.83,36.9,2.66,0.1483
24.65,83.0,1.66,0.1018
193.14,90.4,2.11,0.3795
176.74,18.2,-2.4,0.0572
157.82,48.1,-2.75,0.1274
245.51,57.9,-1.89,0.0731
160.37,42.7,-1.4,0.046
96.13,38.7,2.08,0.3172
154.73,82.4,1.41,0.2611
487.45,25.9,-0.15,0.3976
205.56,85.1,-5.08,0.2348
222.36,112.2,-5.72,0.193
288.27,67.8,-0.9,0.0973
491.67,73.4,0.7,0.7562
120.8,8.3,-1.7,0.0224
340.64,103.7,3.29,0.8587
357.99,34.3,-4.21,0.2774
303.66,73.8,-4.52,0.2906
44.29,117.5,-3.16,0.0378
338.44,71.5,-3.26,0.3302
32.05,87.0,-0.18,0.062
298.07,53.4,-2.55,0.1178
369.79,7.2,-5.37,0.1004
105.48,95.7,0.73,0.0897
420.81,4.2,-5.9,0.3324
15.18,84.1,-4.18,0.016
421.91,2.8,-5.56,0.3388
230.16,103.5,-0.98,0.2869
108.79,18.9,-1.03,0.03
66.89,61.7,3.29,0.1413
476.65,71.7,0.78,0.6132
36.33,54.9,2.1,0.1503
99.55,40.9,-0.78,0.0786
173.91,56.1,-3.94,0.0583
310.12,37.4,-1.18,0.2916
272.4,52.6,-0.02,0.2334
62.82,43.1,0.26,0.0392
144.86,67.9,-2.68,0.0635
119.38,28.6,-0.28,0.0321
106.77,118.6,-3.83,0.2779
205.57,60.1,-4.11,0.1342
352.02,23.3,-4.29,0.3386
108.73,57.2,-1.44,0.0659
183.34,104.0,-4.44,0.1545
195.46,2.6,-2.56,0.0688
488.23,81.5,0.76,0.8968
477.33,65.8,-4.07,0.4957
400.07,20.3,-2.76,0.3688
120.83,98.1,-1.32,0.1227
34.02,44.3,-0.88,0.0135
158.45,35.3,-2.75,0.0311
133.4,99.4,0.47,0.1315
252.96,76.6,-0.02,0.2399
388.86,107.8,1.35,0.8141
429.16,75.6,-1.7,0.3278
422.43,88.9,-2.78,0.6316
179.84,100.4,-3.21,0.1659
343.62,6.6,-0.73,0.161
156.42,93.1,-2.44,0.174
30.45,73.6,-2.92,0.0929
350.78,8.3,-2.62,0.1952
4.91,61.0,-3.21,0.0144
204.59,9.9,-1.0,0.0569
164.69,88.3,-5.03,0.1928
346.69,65.6,-0.74,0.4255
383.12,114.4,0.19,0.6746
152.05,22.0,-2.95,0.0388
405.81,72.7,3.31,0.757
146.96,25.4,-1.46,0.0661
223.16,73.7,-5.4,0.0983
363.51,86.7,-2.2,0.5138
346.46,86.7,-1.34,0.4796
493.68,97.8,-0.38,0.6644
112.58,102.4,-2.14,0.1072
331.16,9.3,-4.03,0.1663
304.84,41.2,-4.24,0.1479
457.55,82.5,-3.13,0.4271
78.18,59.8,-2.89,0.0476
375.9,22.9,-4.34,0.2466
284.13,66.3,-3.33,0.3655
137.33,48.9,0.15,0.0488
237.22,46.8,2.62,0.5515
166.89,97.2,0.39,0.1143
289.66,48.9,1.76,0.2568
444.5,3.2,0.94,0.3809
284.65,7.0,0.58,0.0963
315.86,102.7,-2.34,0.2477
259.37,115.3,-1.15,0.5686
25.58,82.6,-2.55,0.0362
116.43,43.7,-2.05,0.1472
246.0,112.6,-1.33,0.2075
155.12,79.5,0.28,0.0601
90.88,101.3,-0.44,0.1669
252.07,91.9,-1.9,0.1872
161.4,45.5,-1.36,0.0789
129.05,57.4,-0.42,0.0361
231.99,22.3,0.17,0.0974
66.64,35.0,-5.3,0.0159
463.87,93.4,-4.19,0.6398
433.85,107.3,1.27,0.751
353.81,86.9,-1.65,0.4377
53.11,55.8,-2.56,0.0509
387.94,10.4,-2.16,0.246
403.98,6.8,-2.16,0.2809
383.88,44.9,-0.11,0.308
56.98,55.7,-4.27,0.0315
321.95,73.1,-1.44,0.356
417.16,0.8,-0.88,0.2303
288.68,118.8,-0.51,0.3904
323.2,43.7,-0.94,0.2572
229.18,101.8,-0.21,0.1602
264.35,64.2,-2.93,0.3302
17.19,15.7,-3.85,0.014
319.48,95.7,4.64,0.9121
40.72,85.2,-2.25,0.0512
217.51,63.3,-1.96,0.1848
146.33,61.7,0.19,0.1075
272.71,10.5,2.49,0.3337
66.71,78.7,-2.86,0.1129
345.82,109.3,-4.0,0.1551
397.51,11.2,-4.61,0.3703
81.68,31.6,2.48,0.1943
52.16,108.3,-4.1,0.033
72.76,34.1,-1.57,0.0501
438.56,78.5,-3.94,0.6715
264.09,64.2,-5.12,0.2416
233.63,71.6,-2.23,0.0881
53.36,49.9,-3.84,0.0482
324.78,36.0,-3.23,0.2977
434.0,5.8,3.52,0.7073
414.09,89.3,-0.44,0.5922
313.03,89.5,0.83,0.4177
37.64,80.5,0.56,0.0987
56.2,77.2,-1.75,0.0453
24.65,29.2,-2.6,0.0155
128.74,2.7,-0.88,0.0308
67.83,97.0,-1.08,0.0402
130.02,58.9,-2.92,0.0663
192.53,36.8,-1.18,0.0974
471.49,12.2,-3.27,0.4726
305.19,7.5,-1.93,0.1393
417.49,41.9,-2.34,0.223
355.18,96.6,-4.67,0.6145
56.25,110.2,-7.38,0.1573
367.96,107.6,-3.85,0.5285
137.55,110.4,3.01,0.4223
319.55,108.9,-2.27,0.36
170.48,63.3,0.44,0.1166
498.84,26.3,-6.81,0.5062
131.78,95.8,-4.02,0.1033
139.57,25.6,-4.89,0.0314
465.34,32.1,-2.01,0.5536
12.32,28.0,4.55,0.246
348.34,61.8,-0.35,0.2121
362.66,38.6,2.74,0.6834
418.19,18.5,-2.14,0.3109
487.22,54.4,1.91,0.7314
487.8,104.9,3.68,0.9777
32.64,68.5,-1.77,0.0413
410.92,105.4,-2.85,0.5646
323.15,23.5,-4.79,0.1674
323.67,20.0,-2.27,0.1997
64.17,69.1,-1.3,0.048
325.09,55.6,3.58,0.739
491.24,79.2,-4.74,0.7597
455.91,95.4,-1.35,0.4671
219.57,90.2,-6.04,0.1174
19.97,113.1,-2.57,0.0949
181.15,47.8,-0.72,0.2449
413.2,24.8,-0.22,0.405
350.75,66.1,-0.03,0.5572
229.67,13.3,-0.51,0.0641
27.55,34.7,-0.05,0.0167
213.45,24.9,-1.39,0.1007
234.51,47.6,-4.12,0.1926
464.28,13.3,-6.13,0.2242
320.54,3.8,-2.87,0.1208
155.83,78.8,-1.84,0.1106
262.66,73.2,1.63,0.341
33.03,85.0,-1.75,0.0376
486.28,79.2,-1.99,0.7312
180.03,13.7,-0.54,0.0679
238.93,34.9,-2.18,0.159
177.64,15.5,0.53,0.0862
341.26,101.2,3.45,0.799
331.12,89.6,3.98,0.89
357.66,24.2,-1.26,0.1478
134.07,41.0,-0.66,0.0488
157.83,116.0,2.45,0.3665
62.63,71.3,-1.87,0.0379
327.75,96.1,0.2,0.4325
19.9,31.8,-4.34,0.0164
298.84,25.2,-2.28,0.1022
434.85,94.1,1.39,0.8573
445.42,82.3,-3.3,0.5592
224.52,81.7,-1.82,0.1491
229.65,66.3,-5.44,0.0989
38.48,67.6,3.51,0.1187
335.38,88.3,1.66,0.5965
410.63,32.4,-1.03,0.195
122.33,42.3,-0.23,0.0738
210.65,104.6,-0.51,0.226
419.42,37.1,1.96,0.7969
438.56,65.6,-2.8,0.5258
121.59,84.3,0.33,0.0811
275.29,120.0,1.19,0.327
96.25,52.2,1.54,0.1652
50.94,51.4,-7.15,0.0185
455.56,101.1,-3.0,0.6123
410.25,96.7,-4.05,0.7444
380.02,87.7,-1.13,0.5403
24.38,55.6,-6.54,0.0364
421.86,38.9,-6.61,0.4825
219.02,73.0,3.93,0.7607
171.2,105.1,0.04,0.3238
273.24,106.1,-1.2,0.2642
45.68,13.0,-0.59,0.0159
378.32,51.4,-1.13,0.238
291.22,55.8,0.99,0.3199
93.3,117.3,-3.08,0.113
94.12,81.4,-1.03,0.0322
92.12,48.9,-0.93,0.0337
28.5,3.1,-4.12,0.0292
293.9,67.8,1.69,0.5016
420.17,11.5,-2.61,0.3525
8.75,100.1,1.04,0.0861
24.5,90.3,-1.21,0.02
286.39,55.3,2.58,0.5265
409.75,51.5,-4.1,0.5178
163.37,107.7,-4.21,0.1024
174.81,34.6,-3.76,0.099
298.17,29.9,-1.17,0.0747
137.11,112.7,2.35,0.4279
13.3,97.1,2.48,0.2359
367.61,98.5,-7.27,0.4408
312.82,23.4,-0.88,0.399
290.38,17.2,-9.53,0.1029
370.84,3.1,0.49,0.185
337.62,28.4,1.3,0.3792
102.94,92.9,-1.6,0.0653
176.24,28.8,-1.29,0.033
63.06,87.5,-1.32,0.038
64.93,30.2,-3.46,0.0412
338.1,47.4,-0.42,0.2251
429.3,118.0,-2.08,0.8256
481.37,29.4,0.83,0.5166
314.17,45.2,-1.78,0.2781
92.05,36.1,-3.65,0.049
52.83,13.2,-5.34,0.0162
406.43,58.8,-6.16,0.3087
289.38,45.4,1.78,0.2141
309.14,83.4,-2.64,0.3777
390.73,98.1,-0.65,0.6674
351.64,65.3,2.96,0.5677
417.23,3.9,-2.91,0.2159
28.11,74.3,-3.07,0.0295
373.76,6.6,-1.83,0.2433
425.43,74.0,-1.43,0.4622
143.07,82.2,3.22,0.6155
320.22,23.7,2.41,0.4193
157.08,98.3,0.05,0.0866
478.99,109.3,2.12,0.882
16.71,97.6,-1.95,0.0439
289.9,36.6,-0.75,0.2028
83.25,70.4,-2.25,0.049
356.11,109.8,-4.73,0.5537
87.95,38.5,1.51,0.0625
117.69,98.4,-0.17,0.0971
247.19,1.1,-1.45,0.0523
457.42,0.4,-1.51,0.2214
105.86,91.2,-5.27,0.1613
72.12,91.4,-3.94,0.0517
379.49,94.7,-0.66,0.4458
250.31,111.6,-2.82,0.4253
455.89,14.1,-2.04,0.434
73.31,27.8,-1.76,0.0644
322.96,108.4,-3.21,0.488
116.44,21.3,-3.92,0.0279
78.38,81.9,-5.53,0.1657
341.71,63.7,-1.87,0.3728
296.84,10.0,0.05,0.1166
377.41,34.2,-5.61,0.2812
154.73,62.4,-1.56,0.0966
223.99,102.3,-0.8,0.2155
202.74,84.9,-3.97,0.0917
492.04,74.6,2.06,0.931
146.12,59.5,-2.46,0.0795
147.41,35.8,-1.75,0.0635
177.27,14.3,-1.9,0.1385
282.3,49.1,-5.93,0.1362
126.16,3.4,1.02,0.076
457.64,25.3,-3.89,0.2984
132.84,51.9,-2.09,0.076
447.91,50.2,-0.01,0.4844
51.74,5.3,2.15,0.0895
328.28,70.7,-4.2,0.4479
453.49,66.0,-2.62,0.457
84.37,9.4,1.96,0.1416
484.16,113.2,-0.34,0.8599
226.44,11.9,0.18,0.0739
472.86,102.6,-4.13,0.6939
338.41,0.0,-2.45,0.1151
150.79,105.9,-1.92,0.1349
94.15,2.4,-3.64,0.0132
151.87,90.9,-5.69,0.1777
46.51,43.4,-2.78,0.011
71.93,88.6,1.89,0.1403
52.33,48.2,-1.35,0.0329
211.47,8.5,1.94,0.2954
397.79,92.1,-1.05,0.448
70.69,8.6,-3.41,0.0268
65.16,110.7,1.69,0.207
321.71,6.1,-0.97,0.2039
98.59,57.5,0.9,0.1074
48.81,86.8,-4.17,0.0837
83.42,47.2,1.1,0.0605
461.87,26.1,1.17,0.4458
410.74,91.1,-0.78,0.5832
177.03,94.1,-3.52,0.1283
327.91,110.7,-1.62,0.45
268.64,45.1,0.03,0.1827
338.56,60.8,-0.91,0.4355
341.34,43.6,0.0,0.3272
314.37,30.8,1.03,0.2237
133.05,90.1,-3.12,0.0656
19.5,40.8,-4.39,0.0532
227.78,51.4,-1.59,0.0631
445.49,48.4,-2.32,0.3928
284.75,85.5,0.46,0.4163
416.2,110.1,-4.19,0.786
495.81,80.0,1.05,0.769
81.81,56.6,1.88,0.1356
345.89,93.5,-1.5,0.3169
337.15,76.9,-1.35,0.3576
489.98,7.3,-3.42,0.26
492.8,11.5,-2.86,0.3185
343.34,4.6,-2.52,0.2136
121.81,54.8,2.11,0.1603
399.28,99.1,-1.68,0.6546
53.51,37.6,-4.81,0.027
390.35,46.1,-0.86,0.2026
455.1,109.1,0.57,0.8457
191.42,100.4,-1.56,0.1072
315.32,79.8,2.17,0.5554
215.07,32.0,0.44,0.106
218.88,14.0,-4.12,0.1155
155.19,1.9,-2.88,0.0295
381.06,12.8,-0.93,0.1516
468.09,35.1,-5.67,0.4632
470.38,66.2,-0.66,0.5372
87.39,7.7,-5.9,0.0195
437.37,16.3,1.06,0.4969
368.72,21.7,0.77,0.2034
126.42,75.8,-0.24,0.0387
33.64,73.9,-3.19,0.1137
134.0,66.1,-1.07,0.0844
456.1,30.1,-2.78,0.4223
316.59,44.5,-4.08,0.1557
360.53,11.6,-2.35,0.2703
128.58,27.2,0.25,0.0398
359.69,107.7,-1.39,0.1979
14.06,117.6,2.13,0.1636
187.66,77.7,0.41,0.1512
313.38,110.0,0.15,0.4159
73.05,77.1,-5.52,0.0543
411.5,4.0,-2.21,0.1868
117.52,119.6,-4.16,0.1056
326.14,11.9,-1.96,0.1345
202.6,81.9,-3.23,0.0778
298.02,30.3,-2.44,0.0666
53.73,47.0,1.15,0.0676
8.46,77.5,-0.31,0.0387
454.78,52.4,1.02,0.726
134.82,30.1,-5.5,0.0432
409.84,40.1,-1.36,0.2286
499.68,41.0,0.92,0.4237
105.72,115.1,2.27,0.2664
132.59,95.8,-5.37,0.143
331.43,55.0,-2.38,0.425
482.72,24.0,1.09,0.5987
457.91,97.3,-1.98,0.5041
251.44,18.9,-3.78,0.0663
397.56,25.3,-5.37,0.2034
67.87,43.9,-3.87,0.0293
488.72,105.6,-5.72,0.8256
482.18,15.8,-1.35,0.5484
81.86,14.7,0.74,0.0367
149.71,59.3,-4.65,0.0893
50.08,33.2,-0.86,0.018
135.86,68.2,0.61,0.0533
407.98,54.2,-1.51,0.6156
189.16,52.2,-5.53,0.0334
44.2,13.4,-0.53,0.0077
171.11,16.9,-1.64,0.1214
490.69,98.5,-1.89,0.7134
314.84,106.3,-2.87,0.279
208.08,28.2,-1.28,0.1119
83.27,13.6,-0.23,0.0376
493.09,6.4,4.48,0.8264
410.42,73.0,-1.22,0.4042
140.74,85.8,2.28,0.4301
35.03,44.7,-0.61,0.0188
28.31,81.6,-1.75,0.0517
60.19,85.6,-1.13,0.1168
290.38,112.2,-4.55,0.1558
464.38,7.8,-0.74,0.3018
248.37,23.1,-6.48,0.1155
421.47,8.2,-3.66,0.13
222.94,104.2,-1.23,0.1948
354.29,95.1,1.48,0.7639
365.94,69.0,2.08,0.588
86.98,10.0,-2.09,0.0122
180.61,32.8,-1.11,0.1194
318.65,35.7,0.96,0.3507
35.35,67.3,-4.82,0.0376
180.77,31.0,-0.49,0.0667
267.4,8.8,-3.57,0.1525
498.11,87.7,-1.93,0.7206
237.27,35.9,-2.65,0.1492
408.03,54.3,-0.41,0.317
216.03,15.3,-0.12,0.0293
398.2,96.3,0.73,0.7064
297.71,67.9,-0.63,0.3659
443.3,108.2,-1.07,0.6357
205.47,59.5,3.14,0.5892
302.15,113.0,-5.31,0.3645
315.01,107.0,2.74,0.7727
208.69,69.2,-2.22,0.2856
72.16,112.1,-0.07,0.0841
46.78,38.8,-2.31,0.0237
8.34,43.9,-3.26,0.0089
436.77,5.5,-0.29,0.3592
118.24,70.7,1.11,0.1011
105.75,86.6,-0.32,0.0927
368.02,92.8,-2.86,0.4204
160.01,18.0,7.53,0.7931
253.02,53.3,1.5,0.3021
81.26,21.2,0.83,0.0451
479.87,79.5,-2.38,0.7538
425.79,19.0,-3.06,0.4877
431.89,108.5,-2.2,0.7126
203.39,27.7,1.2,0.2498
381.18,35.0,-3.98,0.3778
71.94,102.1,-4.17,0.1047
4.31,55.0,-0.15,0.0515
9.99,2.9,-0.7,0.0065
293.3,59.4,-3.43,0.1672
227.7,10.1,-4.23,0.0504
259.01,118.2,2.09,0.6111
3.73,70.6,-0.61,0.0444
211.34,30.8,-4.91,0.0519
359.03,67.6,-4.73,0.4106
221.35,9.2,-2.4,0.0529
366.11,96.0,0.33,0.4736
116.51,111.0,-0.01,0.1416
406.57,104.9,1.33,0.877
294.22,41.0,-5.23,0.1316
105.38,39.1,-0.94,0.0427
118.36,4.2,2.06,0.0579
314.02,78.2,1.83,0.4807
414.97,64.2,-0.6,0.3184
207.81,55.1,4.37,0.6756
129.15,108.9,0.02,0.1671
433.51,20.1,1.11,0.569
334.63,1.2,-1.39,0.1013
224.04,8.8,-3.45,0.0893
243.95,26.8,-3.69,0.1101
102.13,4.0,-1.05,0.0253
313.4,60.3,-2.03,0.1534
179.37,37.7,-5.92,0.0814
497.82,21.7,-4.06,0.475
240.09,90.0,-2.3,0.2354
242.94,24.5,0.32,0.1422
282.93,82.5,-1.54,0.3426
458.38,41.9,-1.68,0.3201
400.41,61.4,-3.97,0.3814
225.57,112.1,-1.44,0.3194
359.35,4.5,1.8,0.3513
293.12,60.0,-1.11,0.3154
246.18,102.5,-5.27,0.2794
96.16,70.6,-4.63,0.0253
231.97,33.2,-0.03,0.1511
122.91,47.7,-2.06,0.0542
457.42,81.6,-1.69,0.3773
167.7,106.9,-3.03,0.157
476.13,4.9,-0.24,0.2225
266.53,8.6,-2.25,0.1344
315.77,39.0,-1.97,0.1968
271.47,27.9,-3.63,0.0854
64.69,31.8,0.8,0.068
187.91,26.6,-2.05,0.0856
49.57,23.5,0.02,0.0207
311.48,15.7,-4.48,0.0835
223.44,112.1,2.83,0.5617
388.99,17.3,1.69,0.3679
110.24,24.5,-6.27,0.0533
82.28,29.6,-3.5,0.0142
203.17,112.0,-0.31,0.2281
463.29,90.7,-4.8,0.6086
355.21,94.8,-1.83,0.5698
209.46,12.6,-0.43,0.0745
258.64,100.4,-1.96,0.3412
42.11,49.0,-0.15,0.0243
492.29,31.5,-3.23,0.3309
333.2,69.1,-7.11,0.2767
142.7,98.7,0.96,0.2856
292.9,93.4,0.94,0.5488
54.74,106.8,4.76,0.5449
482.92,111.4,-7.02,0.6465
87.39,28.6,0.38,0.0247
324.02,50.9,-6.42,0.2291
122.73,1.8,2.89,0.1559
358.78,105.5,-0.28,0.6659
388.41,18.5,-3.88,0.2587
336.71,103.4,0.45,0.5797
307.25,39.5,-2.88,0.1371
446.23,44.2,-0.75,0.4387
39.31,4.7,-0.99,0.0172
165.46,39.2,2.86,0.2805
124.14,106.6,3.04,0.4759
494.01,3.1,-2.99,0.392
194.69,48.8,1.15,0.217
366.31,3.8,-0.61,0.2832
342.36,44.5,-5.03,0.0974
106.04,20.7,-3.24,0.0582
119.5,30.3,4.34,0.2073
140.64,105.3,-0.61,0.1624
205.56,52.3,1.0,0.4272
117.16,32.9,-2.03,0.0435
9.83,70.7,-2.85,0.0366
439.7,17.1,-1.43,0.2928
482.8,31.1,-2.17,0.5407
170.79,65.5,-5.23,0.1225
169.25,28.5,-4.01,0.0449
3.55,81.5,0.27,0.0413
340.13,59.0,-2.45,0.1895
412.72,92.6,-1.44,0.5329
73.3,113.8,-0.91,0.0819
79.83,13.9,-0.72,0.027
395.04,40.2,1.37,0.4323
308.15,38.3,-4.25,0.1727
22.43,18.1,-0.07,0.0172
311.27,97.2,0.39,0.4306
154.46,91.2,0.96,0.2349
184.36,58.1,-5.03,0.0962
384.87,64.5,-0.86,0.3002
405.47,7.1,2.79,0.6379
200.18,66.7,-1.75,0.1205
473.58,95.0,-0.29,0.773
203.23,68.9,0.45,0.2699
385.92,31.8,-4.06,0.165
241.94,80.1,3.08,0.6892
448.77,43.4,-0.25,0.5374
453.88,65.4,-0.2,0.3633
43.71,58.5,-5.66,0.0482
468.25,45.7,0.49,0.6619
412.77,86.3,-0.23,0.4064
395.66,106.1,2.56,0.8422
100.46,0.6,-2.28,0.0268
402.56,112.0,-3.97,0.6651
425.07,61.4,-3.21,0.3378
144.58,84.1,-2.76,0.1819
476.13,102.7,-4.3,0.4587
24.93,56.1,1.73,0.1465
74.95,100.2,1.82,0.2629
268.79,21.3,-1.99,0.0878
287.9,19.1,-2.48,0.1857
322.58,78.9,-6.04,0.221
8.48,104.4,0.24,0.0651
480.18,107.1,2.63,0.9338
22.29,77.2,-3.09,0.0454
71.53,63.1,-1.79,0.0322
7.01,39.8,-0.41,0.0164
283.43,117.6,2.81,0.7827
466.13,38.4,-1.0,0.3638
332.97,89.3,-1.01,0.4107
411.33,63.8,-1.05,0.3638
6.64,73.0,-5.06,0.0546
271.01,47.2,-5.12,0.301
229.78,115.8,-3.52,0.2547
249.48,68.6,1.03,0.4024
36.11,112.5,-2.34,0.0673
342.22,0.9,-2.82,0.0983
251.61,68.7,-2.87,0.1585
382.57,86.1,-1.84,0.4736
242.65,89.4,2.76,0.3875
74.69,108.6,-1.88,0.1234
324.13,0.5,-3.47,0.1352
86.19,0.0,-1.44,0.0352
436.2,56.7,2.89,0.8672
306.56,3.5,-2.76,0.1262
78.6,116.9,-4.45,0.0915
481.17,26.6,-2.75,0.6249
259.18,56.7,-1.18,0.3797
36.45,7.3,0.22,0.0157
313.42,62.6,1.02,0.5196
126.6,45.6,-4.11,0.0408
401.85,5.4,-3.88,0.1826
408.91,40.2,-2.31,0.3061
489.47,47.0,0.21,0.6432
250.93,118.8,-4.65,0.223
227.48,24.9,-3.02,0.1778
376.74,65.4,-2.98,0.4909
66.24,118.5,0.85,0.2059
273.46,95.0,-0.18,0.2624
273.12,119.2,0.76,0.585
44.74,116.2,1.85,0.0601
208.99,58.7,-2.26,0.151
426.64,83.6,-4.47,0.5614
428.08,13.3,-4.45,0.1395
49.62,52.9,-6.1,0.0429
45.36,97.1,-2.65,0.0843
131.35,60.6,-2.46,0.0303
437.38,84.3,0.47,0.488
64.45,89.5,-1.46,0.1666
360.0,30.4,-2.73,0.2215
50.58,105.1,-1.79,0.116
311.57,55.2,-4.1,0.3506
178.03,25.2,1.06,0.1344
394.46,103.8,-3.46,0.6731
116.85,50.1,-4.35,0.0204
319.6,90.0,0.54,0.4059
117.84,65.8,-0.06,0.0161
356.83,45.8,-5.81,0.1381
436.84,97.2,0.64,0.6369
63.4,70.1,-3.35,0.0365
433.3,46.9,-2.44,0.4231
296.79,13.2,-1.03,0.1258
63.56,107.5,-0.03,0.0901
213.77,4.3,-0.39,0.0667
80.43,103.6,-1.62,0.1056
350.17,43.2,-2.56,0.178
379.43,76.7,-0.47,0.3371
52.9,110.7,-1.8,0.0805
253.07,18.2,3.01,0.4001
407.31,68.0,-0.03,0.3182
468.08,91.7,-3.81,0.7616
256.76,90.9,-2.69,0.3274
475.14,63.1,-1.38,0.4545
267.84,75.0,1.75,0.4286
197.1,90.9,2.03,0.6597
424.1,100.9,-2.49,0.6194
246.49,91.4,-3.83,0.2771
235.95,42.5,-4.15,0.0928
245.16,119.6,-0.87,0.2888
423.39,52.1,4.26,0.9517
415.97,2.9,-0.15,0.2551
201.76,43.5,-5.48,0.0938
166.65,15.3,-3.32,0.0505
245.96,14.6,-3.06,0.261
286.39,33.8,-3.56,0.1568
119.17,6.4,-2.47,0.0205
396.98,82.6,-0.58,0.3983
243.24,8.9,0.2,0.1293
167.02,24.4,1.23,0.0587
53.41,11.1,-0.19,0.0246
119.42,7.6,-6.39,0.022
474.64,32.1,-4.14,0.2404
152.55,68.6,-1.9,0.0606
84.43,115.8,-1.13,0.1116
230.34,105.1,0.65,0.5021
153.54,105.1,-1.39,0.2247
17.58,21.1,-1.37,0.0149
161.57,31.8,-0.91,0.0958
272.05,9.2,-2.14,0.0859
275.86,93.4,-1.28,0.1645
178.28,8.4,1.31,0.1044
223.65,66.8,-1.71,0.0786
482.76,29.7,-1.58,0.5508
188.67,29.2,-1.58,0.1044
129.11,118.9,1.74,0.2541
121.73,90.8,-4.27,0.11
228.88,100.4,2.94,0.6614
379.76,68.6,-4.44,0.5009
102.99,104.5,-3.14,0.0612
354.65,77.5,0.36,0.504
10.57,113.5,1.08,0.0615
209.47,33.8,-5.01,0.1268
387.93,71.4,-4.23,0.5514
169.37,82.8,-0.81,0.0964
281.87,47.2,4.36,0.844
102.49,105.6,1.62,0.1285
371.0,117.6,-2.12,0.686
26.14,59.3,-7.55,0.064
426.27,46.9,-1.3,0.4468
99.1,56.6,-0.59,0.0495
437.2,102.3,-2.46,0.6657
176.26,77.5,-3.63,0.0971
361.34,5.4,-1.1,0.4461
159.61,65.1,-3.86,0.0731
452.96,2.1,3.18,0.8484
63.32,93.4,2.29,0.1697
89.26,39.4,0.14,0.0903
246.52,56.6,-1.28,0.338
40.97,95.8,-3.15,0.073
97.99,5.6,-1.55,0.0296
471.88,19.0,2.6,0.655
488.24,47.8,0.67,0.4969
188.13,27.6,-0.99,0.0808
461.64,40.5,0.81,0.7343
272.41,119.8,-0.14,0.3104
134.87,99.0,-0.51,0.3034
351.2,106.1,0.95,0.5415
329.45,112.4,-0.21,0.4843
494.56,40.9,0.65,0.6397
132.52,35.6,-1.1,0.0495
336.03,28.1,-2.14,0.0822
26.01,99.6,-2.87,0.0428
56.82,81.5,-3.17,0.0617
1.96,28.3,-5.51,0.0162
499.73,45.2,-3.78,0.6212
401.14,60.8,-3.85,0.4999
393.36,63.4,-2.77,0.3723
254.86,106.6,2.41,0.5252
